property,version,outcome
redeem-before-deadline-reverts-noreveal0,v6,P!
redeem-before-deadline-reverts-noreveal0,v7,P!
redeem-before-deadline-reverts-noreveal0,v8,P!
redeem-before-deadline-reverts-noreveal0,v9,P!
redeem-before-deadline-reverts-noreveal1,v1,P!
redeem-before-deadline-reverts-noreveal1,v10,P!
redeem-before-deadline-reverts-noreveal1,v11,P!
redeem-before-deadline-reverts-noreveal1,v12,P!
redeem-before-deadline-reverts-noreveal1,v13,P!
redeem-before-deadline-reverts-noreveal1,v14,P!
redeem-before-deadline-reverts-noreveal1,v15,N!
redeem-before-deadline-reverts-noreveal1,v16,P!
redeem-before-deadline-reverts-noreveal1,v17,P!
redeem-before-deadline-reverts-noreveal1,v18,P!
redeem-before-deadline-reverts-noreveal1,v19,P!
redeem-before-deadline-reverts-noreveal1,v2,P!
redeem-before-deadline-reverts-noreveal1,v20,P!
redeem-before-deadline-reverts-noreveal1,v21,P!
redeem-before-deadline-reverts-noreveal1,v22,P!
redeem-before-deadline-reverts-noreveal1,v3,P!
redeem-before-deadline-reverts-noreveal1,v4,P!
redeem-before-deadline-reverts-noreveal1,v5,P!
redeem-before-deadline-reverts-noreveal1,v6,P!
redeem-before-deadline-reverts-noreveal1,v7,P!
redeem-before-deadline-reverts-noreveal1,v8,P!
redeem-before-deadline-reverts-noreveal1,v9,P!
redeem0-noreveal1-fairness-eoa,v1,N!
redeem0-noreveal1-fairness-eoa,v10,N!
redeem0-noreveal1-fairness-eoa,v11,N!
redeem0-noreveal1-fairness-eoa,v12,N!
redeem0-noreveal1-fairness-eoa,v13,N!
redeem0-noreveal1-fairness-eoa,v14,N!
redeem0-noreveal1-fairness-eoa,v15,N!
redeem0-noreveal1-fairness-eoa,v16,P!
redeem0-noreveal1-fairness-eoa,v17,N
redeem0-noreveal1-fairness-eoa,v18,N!
redeem0-noreveal1-fairness-eoa,v19,N!
redeem0-noreveal1-fairness-eoa,v2,N!
redeem0-noreveal1-fairness-eoa,v20,N!
redeem0-noreveal1-fairness-eoa,v21,N!
redeem0-noreveal1-fairness-eoa,v22,N!
redeem0-noreveal1-fairness-eoa,v3,N!
redeem0-noreveal1-fairness-eoa,v4,N!
redeem0-noreveal1-fairness-eoa,v5,N!
redeem0-noreveal1-fairness-eoa,v6,N!
redeem0-noreveal1-fairness-eoa,v7,N!
redeem0-noreveal1-fairness-eoa,v8,N!
redeem0-noreveal1-fairness-eoa,v9,N!
reveal0-reverts-after-deadline,v1,P!
reveal0-reverts-after-deadline,v10,P!
reveal0-reverts-after-deadline,v11,P!
reveal0-reverts-after-deadline,v12,P!
reveal0-reverts-after-deadline,v13,P!
reveal0-reverts-after-deadline,v14,P!
reveal0-reverts-after-deadline,v15,P!
reveal0-reverts-after-deadline,v16,P!
reveal0-reverts-after-deadline,v17,P!
reveal0-reverts-after-deadline,v18,P!
reveal0-reverts-after-deadline,v19,P!
reveal0-reverts-after-deadline,v2,P!
reveal0-reverts-after-deadline,v20,P!
reveal0-reverts-after-deadline,v21,N!
reveal0-reverts-after-deadline,v22,P!
reveal0-reverts-after-deadline,v3,P!
reveal0-reverts-after-deadline,v4,P!
reveal0-reverts-after-deadline,v5,P!
reveal0-reverts-after-deadline,v6,P!
reveal0-reverts-after-deadline,v7,P!
reveal0-reverts-after-deadline,v8,P!
reveal0-reverts-after-deadline,v9,P!
reveal1-reverts-after-deadline,v1,P!
reveal1-reverts-after-deadline,v10,P!
reveal1-reverts-after-deadline,v11,P!
reveal1-reverts-after-deadline,v12,P!
reveal1-reverts-after-deadline,v13,P!
reveal1-reverts-after-deadline,v14,P!
reveal1-reverts-after-deadline,v15,P!
reveal1-reverts-after-deadline,v16,P!
reveal1-reverts-after-deadline,v17,P!
reveal1-reverts-after-deadline,v18,P!
reveal1-reverts-after-deadline,v19,P!
reveal1-reverts-after-deadline,v2,P!
reveal1-reverts-after-deadline,v20,P!
reveal1-reverts-after-deadline,v21,P!
reveal1-reverts-after-deadline,v22,N!
reveal1-reverts-after-deadline,v3,P!
reveal1-reverts-after-deadline,v4,P!
reveal1-reverts-after-deadline,v5,P!
reveal1-reverts-after-deadline,v6,P!
reveal1-reverts-after-deadline,v7,P!
reveal1-reverts-after-deadline,v8,P!
reveal1-reverts-after-deadline,v9,P!
status-irreversible,v1,P!
status-irreversible,v10,N!
status-irreversible,v11,P!
status-irreversible,v12,P!
status-irreversible,v13,P!
status-irreversible,v14,UNK
status-irreversible,v15,P!
status-irreversible,v16,N!
status-irreversible,v17,N!
status-irreversible,v18,P!
status-irreversible,v19,P!
status-irreversible,v2,P!
status-irreversible,v20,P!
status-irreversible,v21,P!
status-irreversible,v22,P!
status-irreversible,v3,P!
status-irreversible,v4,P!
status-irreversible,v5,P!
status-irreversible,v6,P!
status-irreversible,v7,UNK
status-irreversible,v8,N!
status-irreversible,v9,N!
win-transaction-env-independent,v1,N!
win-transaction-env-independent,v10,UNK
win-transaction-env-independent,v11,N!
win-transaction-env-independent,v12,N!
win-transaction-env-independent,v13,N!
win-transaction-env-independent,v14,N!
win-transaction-env-independent,v15,N!
win-transaction-env-independent,v16,P!
win-transaction-env-independent,v17,P!
win-transaction-env-independent,v18,N!
win-transaction-env-independent,v19,N!
win-transaction-env-independent,v2,N!
win-transaction-env-independent,v20,N!
win-transaction-env-independent,v21,N!
win-transaction-env-independent,v22,N!
win-transaction-env-independent,v3,N!
win-transaction-env-independent,v4,N!
win-transaction-env-independent,v5,N!
win-transaction-env-independent,v6,N!
win-transaction-env-independent,v7,N!
win-transaction-env-independent,v8,N!
win-transaction-env-independent,v9,N!
winner-computation-env-independent,v1,P!
winner-computation-env-independent,v10,P!
winner-computation-env-independent,v11,N!
winner-computation-env-independent,v12,P!
winner-computation-env-independent,v13,P!
winner-computation-env-independent,v14,P!
winner-computation-env-independent,v15,P!
winner-computation-env-independent,v16,P!
winner-computation-env-independent,v17,P!
winner-computation-env-independent,v18,P!
winner-computation-env-independent,v19,P!
winner-computation-env-independent,v2,P!
winner-computation-env-independent,v20,P!
winner-computation-env-independent,v21,P!
winner-computation-env-independent,v22,P!
winner-computation-env-independent,v3,P!
winner-computation-env-independent,v4,P!
winner-computation-env-independent,v5,P!
winner-computation-env-independent,v6,P!
winner-computation-env-independent,v7,P!
winner-computation-env-independent,v8,P!
winner-computation-env-independent,v9,P!
wrong-preimage-reverts-p0,v1,P!
wrong-preimage-reverts-p0,v10,P!
wrong-preimage-reverts-p0,v11,P!
wrong-preimage-reverts-p0,v12,N!
wrong-preimage-reverts-p0,v13,P!
wrong-preimage-reverts-p0,v14,P!
wrong-preimage-reverts-p0,v15,P!
wrong-preimage-reverts-p0,v16,P!
wrong-preimage-reverts-p0,v17,P!
wrong-preimage-reverts-p0,v18,P!
wrong-preimage-reverts-p0,v19,P!
wrong-preimage-reverts-p0,v2,P!
wrong-preimage-reverts-p0,v20,P!
wrong-preimage-reverts-p0,v21,P!
wrong-preimage-reverts-p0,v22,P!
wrong-preimage-reverts-p0,v3,P!
wrong-preimage-reverts-p0,v4,P!
wrong-preimage-reverts-p0,v5,P!
wrong-preimage-reverts-p0,v6,P!
wrong-preimage-reverts-p0,v7,P!
wrong-preimage-reverts-p0,v8,P!
wrong-preimage-reverts-p0,v9,P!
wrong-preimage-reverts-p1,v1,N!
wrong-preimage-reverts-p1,v10,N!
wrong-preimage-reverts-p1,v11,N!
wrong-preimage-reverts-p1,v12,N!
wrong-preimage-reverts-p1,v13,N!
wrong-preimage-reverts-p1,v14,N!
wrong-preimage-reverts-p1,v15,N!
wrong-preimage-reverts-p1,v16,P!
wrong-preimage-reverts-p1,v17,N!
wrong-preimage-reverts-p1,v18,N!
wrong-preimage-reverts-p1,v19,N!
wrong-preimage-reverts-p1,v2,N!
wrong-preimage-reverts-p1,v20,N!
wrong-preimage-reverts-p1,v21,N!
wrong-preimage-reverts-p1,v22,N!
wrong-preimage-reverts-p1,v3,N!
wrong-preimage-reverts-p1,v4,N!
wrong-preimage-reverts-p1,v5,N!
wrong-preimage-reverts-p1,v6,N!
wrong-preimage-reverts-p1,v7,N!
wrong-preimage-reverts-p1,v8,N!
wrong-preimage-reverts-p1,v9,N!
