property,version,outcome
honest-player-profitability-eoa-redeem0-nojoin1,v4,P
honest-player-profitability-eoa-redeem0-nojoin1,v5,P
honest-player-profitability-eoa-redeem0-nojoin1,v6,P
honest-player-profitability-eoa-redeem0-nojoin1,v7,P
honest-player-profitability-eoa-redeem0-nojoin1,v8,P
honest-player-profitability-eoa-redeem0-nojoin1,v9,P
honest-player-profitability-eoa-redeem0-noreveal1,v1,P
honest-player-profitability-eoa-redeem0-noreveal1,v10,P
honest-player-profitability-eoa-redeem0-noreveal1,v11,P
honest-player-profitability-eoa-redeem0-noreveal1,v12,P
honest-player-profitability-eoa-redeem0-noreveal1,v13,P
honest-player-profitability-eoa-redeem0-noreveal1,v14,P
honest-player-profitability-eoa-redeem0-noreveal1,v15,P
honest-player-profitability-eoa-redeem0-noreveal1,v16,P
honest-player-profitability-eoa-redeem0-noreveal1,v17,P
honest-player-profitability-eoa-redeem0-noreveal1,v18,P
honest-player-profitability-eoa-redeem0-noreveal1,v19,P
honest-player-profitability-eoa-redeem0-noreveal1,v2,P
honest-player-profitability-eoa-redeem0-noreveal1,v22,P
honest-player-profitability-eoa-redeem0-noreveal1,v23,P
honest-player-profitability-eoa-redeem0-noreveal1,v24,P
honest-player-profitability-eoa-redeem0-noreveal1,v3,P
honest-player-profitability-eoa-redeem0-noreveal1,v4,N!
honest-player-profitability-eoa-redeem0-noreveal1,v5,P
honest-player-profitability-eoa-redeem0-noreveal1,v6,N!
honest-player-profitability-eoa-redeem0-noreveal1,v7,P
honest-player-profitability-eoa-redeem0-noreveal1,v8,P
honest-player-profitability-eoa-redeem0-noreveal1,v9,P
honest-player-profitability-eoa-redeem1-noreveal0,v1,P
honest-player-profitability-eoa-redeem1-noreveal0,v10,P
honest-player-profitability-eoa-redeem1-noreveal0,v11,P
honest-player-profitability-eoa-redeem1-noreveal0,v12,P
honest-player-profitability-eoa-redeem1-noreveal0,v13,P
honest-player-profitability-eoa-redeem1-noreveal0,v14,P
honest-player-profitability-eoa-redeem1-noreveal0,v15,P
honest-player-profitability-eoa-redeem1-noreveal0,v16,P
honest-player-profitability-eoa-redeem1-noreveal0,v17,P
honest-player-profitability-eoa-redeem1-noreveal0,v18,P
honest-player-profitability-eoa-redeem1-noreveal0,v19,P
honest-player-profitability-eoa-redeem1-noreveal0,v2,P
honest-player-profitability-eoa-redeem1-noreveal0,v22,P
honest-player-profitability-eoa-redeem1-noreveal0,v23,P
honest-player-profitability-eoa-redeem1-noreveal0,v24,P
honest-player-profitability-eoa-redeem1-noreveal0,v3,N!
honest-player-profitability-eoa-redeem1-noreveal0,v4,P
honest-player-profitability-eoa-redeem1-noreveal0,v5,P
honest-player-profitability-eoa-redeem1-noreveal0,v6,P
honest-player-profitability-eoa-redeem1-noreveal0,v7,P
honest-player-profitability-eoa-redeem1-noreveal0,v8,P
honest-player-profitability-eoa-redeem1-noreveal0,v9,P
no-incentives-to-abort-eoa,v1,P
no-incentives-to-abort-eoa,v10,P
no-incentives-to-abort-eoa,v11,P
no-incentives-to-abort-eoa,v12,P
no-incentives-to-abort-eoa,v13,P
no-incentives-to-abort-eoa,v14,P
no-incentives-to-abort-eoa,v15,P
no-incentives-to-abort-eoa,v16,N!
no-incentives-to-abort-eoa,v17,P
no-incentives-to-abort-eoa,v18,P
no-incentives-to-abort-eoa,v19,P
no-incentives-to-abort-eoa,v2,P
no-incentives-to-abort-eoa,v22,P
no-incentives-to-abort-eoa,v23,P
no-incentives-to-abort-eoa,v24,P
no-incentives-to-abort-eoa,v3,P
no-incentives-to-abort-eoa,v4,N!
no-incentives-to-abort-eoa,v5,P
no-incentives-to-abort-eoa,v6,N!
no-incentives-to-abort-eoa,v7,P
no-incentives-to-abort-eoa,v8,P
no-incentives-to-abort-eoa,v9,P
owner-impartiality-eoa,v1,ERR
owner-impartiality-eoa,v10,N
owner-impartiality-eoa,v11,N
owner-impartiality-eoa,v12,N
owner-impartiality-eoa,v13,N
owner-impartiality-eoa,v14,N
owner-impartiality-eoa,v15,N
owner-impartiality-eoa,v16,N
owner-impartiality-eoa,v17,N
owner-impartiality-eoa,v18,N
owner-impartiality-eoa,v19,N
owner-impartiality-eoa,v2,N
owner-impartiality-eoa,v22,N
owner-impartiality-eoa,v23,N
owner-impartiality-eoa,v24,N
owner-impartiality-eoa,v3,N
owner-impartiality-eoa,v4,N
owner-impartiality-eoa,v5,N
owner-impartiality-eoa,v6,N
owner-impartiality-eoa,v7,N
owner-impartiality-eoa,v8,N
owner-impartiality-eoa,v9,N
player1-should-match-bet,v1,P!
player1-should-match-bet,v10,P!
player1-should-match-bet,v11,P!
player1-should-match-bet,v12,P!
player1-should-match-bet,v13,P!
player1-should-match-bet,v14,P!
player1-should-match-bet,v15,P!
player1-should-match-bet,v16,P!
player1-should-match-bet,v17,P!
player1-should-match-bet,v18,P!
player1-should-match-bet,v19,N
player1-should-match-bet,v2,P!
player1-should-match-bet,v22,P!
player1-should-match-bet,v23,P!
player1-should-match-bet,v24,P!
player1-should-match-bet,v3,P!
player1-should-match-bet,v4,P!
player1-should-match-bet,v5,P!
player1-should-match-bet,v6,P!
player1-should-match-bet,v7,P!
player1-should-match-bet,v8,P!
player1-should-match-bet,v9,P!
redeem-before-deadline-reverts-nojoin1,v1,P!
redeem-before-deadline-reverts-nojoin1,v10,P!
redeem-before-deadline-reverts-nojoin1,v11,P!
redeem-before-deadline-reverts-nojoin1,v12,P!
redeem-before-deadline-reverts-nojoin1,v13,P!
redeem-before-deadline-reverts-nojoin1,v14,P!
redeem-before-deadline-reverts-nojoin1,v15,P!
redeem-before-deadline-reverts-nojoin1,v16,P!
redeem-before-deadline-reverts-nojoin1,v17,P!
redeem-before-deadline-reverts-nojoin1,v18,P!
redeem-before-deadline-reverts-nojoin1,v19,P!
redeem-before-deadline-reverts-nojoin1,v2,P!
redeem-before-deadline-reverts-nojoin1,v22,P!
redeem-before-deadline-reverts-nojoin1,v23,P!
redeem-before-deadline-reverts-nojoin1,v24,P!
redeem-before-deadline-reverts-nojoin1,v3,P!
redeem-before-deadline-reverts-nojoin1,v4,P!
redeem-before-deadline-reverts-nojoin1,v5,P!
redeem-before-deadline-reverts-nojoin1,v6,P!
redeem-before-deadline-reverts-nojoin1,v7,P!
redeem-before-deadline-reverts-nojoin1,v8,P!
redeem-before-deadline-reverts-nojoin1,v9,P!
redeem-before-deadline-reverts-noreveal0,v1,P!
redeem-before-deadline-reverts-noreveal0,v10,P!
redeem-before-deadline-reverts-noreveal0,v11,P!
redeem-before-deadline-reverts-noreveal0,v12,P!
redeem-before-deadline-reverts-noreveal0,v13,P!
redeem-before-deadline-reverts-noreveal0,v14,P!
redeem-before-deadline-reverts-noreveal0,v15,P!
redeem-before-deadline-reverts-noreveal0,v16,P!
redeem-before-deadline-reverts-noreveal0,v17,P!
redeem-before-deadline-reverts-noreveal0,v18,P!
redeem-before-deadline-reverts-noreveal0,v19,P!
redeem-before-deadline-reverts-noreveal0,v2,P!
redeem-before-deadline-reverts-noreveal0,v22,P!
redeem-before-deadline-reverts-noreveal0,v23,P!
redeem-before-deadline-reverts-noreveal0,v24,P!
redeem-before-deadline-reverts-noreveal0,v3,P!
redeem-before-deadline-reverts-noreveal0,v4,P!
redeem-before-deadline-reverts-noreveal0,v5,P!
redeem-before-deadline-reverts-noreveal0,v6,P!
redeem-before-deadline-reverts-noreveal0,v7,P!
redeem-before-deadline-reverts-noreveal0,v8,P!
redeem-before-deadline-reverts-noreveal0,v9,P!
redeem-before-deadline-reverts-noreveal1,v1,P!
redeem-before-deadline-reverts-noreveal1,v10,P!
redeem-before-deadline-reverts-noreveal1,v11,P!
redeem-before-deadline-reverts-noreveal1,v12,P!
redeem-before-deadline-reverts-noreveal1,v13,P!
redeem-before-deadline-reverts-noreveal1,v14,P!
redeem-before-deadline-reverts-noreveal1,v15,N
redeem-before-deadline-reverts-noreveal1,v16,P!
redeem-before-deadline-reverts-noreveal1,v17,P!
redeem-before-deadline-reverts-noreveal1,v18,P!
redeem-before-deadline-reverts-noreveal1,v19,P!
redeem-before-deadline-reverts-noreveal1,v2,P!
redeem-before-deadline-reverts-noreveal1,v22,P!
redeem-before-deadline-reverts-noreveal1,v23,P!
redeem-before-deadline-reverts-noreveal1,v24,P!
redeem-before-deadline-reverts-noreveal1,v3,P!
redeem-before-deadline-reverts-noreveal1,v4,P!
redeem-before-deadline-reverts-noreveal1,v5,P!
redeem-before-deadline-reverts-noreveal1,v6,P!
redeem-before-deadline-reverts-noreveal1,v7,P!
redeem-before-deadline-reverts-noreveal1,v8,P!
redeem-before-deadline-reverts-noreveal1,v9,P!
redeem0-noreveal1-fairness-eoa,v1,P!
redeem0-noreveal1-fairness-eoa,v10,P!
redeem0-noreveal1-fairness-eoa,v11,P!
redeem0-noreveal1-fairness-eoa,v12,P!
redeem0-noreveal1-fairness-eoa,v13,P!
redeem0-noreveal1-fairness-eoa,v14,P!
redeem0-noreveal1-fairness-eoa,v15,P!
redeem0-noreveal1-fairness-eoa,v16,P!
redeem0-noreveal1-fairness-eoa,v17,P!
redeem0-noreveal1-fairness-eoa,v18,N
redeem0-noreveal1-fairness-eoa,v19,P!
redeem0-noreveal1-fairness-eoa,v2,P!
redeem0-noreveal1-fairness-eoa,v22,P!
redeem0-noreveal1-fairness-eoa,v23,P!
redeem0-noreveal1-fairness-eoa,v24,P!
redeem0-noreveal1-fairness-eoa,v3,P!
redeem0-noreveal1-fairness-eoa,v4,P!
redeem0-noreveal1-fairness-eoa,v5,P!
redeem0-noreveal1-fairness-eoa,v6,N
redeem0-noreveal1-fairness-eoa,v7,P!
redeem0-noreveal1-fairness-eoa,v8,P!
redeem0-noreveal1-fairness-eoa,v9,P!
reveal0-reverts-after-deadline,v1,P!
reveal0-reverts-after-deadline,v10,P!
reveal0-reverts-after-deadline,v11,P!
reveal0-reverts-after-deadline,v12,P!
reveal0-reverts-after-deadline,v13,P!
reveal0-reverts-after-deadline,v14,P!
reveal0-reverts-after-deadline,v15,P!
reveal0-reverts-after-deadline,v16,P!
reveal0-reverts-after-deadline,v17,P!
reveal0-reverts-after-deadline,v18,P!
reveal0-reverts-after-deadline,v19,P!
reveal0-reverts-after-deadline,v2,P!
reveal0-reverts-after-deadline,v22,P!
reveal0-reverts-after-deadline,v23,N
reveal0-reverts-after-deadline,v24,P!
reveal0-reverts-after-deadline,v3,P!
reveal0-reverts-after-deadline,v4,P!
reveal0-reverts-after-deadline,v5,P!
reveal0-reverts-after-deadline,v6,P!
reveal0-reverts-after-deadline,v7,P!
reveal0-reverts-after-deadline,v8,P!
reveal0-reverts-after-deadline,v9,N
reveal1-reverts-after-deadline,v1,P!
reveal1-reverts-after-deadline,v10,P!
reveal1-reverts-after-deadline,v11,P!
reveal1-reverts-after-deadline,v12,P!
reveal1-reverts-after-deadline,v13,P!
reveal1-reverts-after-deadline,v14,P!
reveal1-reverts-after-deadline,v15,P!
reveal1-reverts-after-deadline,v16,P!
reveal1-reverts-after-deadline,v17,P!
reveal1-reverts-after-deadline,v18,P!
reveal1-reverts-after-deadline,v19,P!
reveal1-reverts-after-deadline,v2,P!
reveal1-reverts-after-deadline,v22,P!
reveal1-reverts-after-deadline,v23,P!
reveal1-reverts-after-deadline,v24,N
reveal1-reverts-after-deadline,v3,P!
reveal1-reverts-after-deadline,v4,P!
reveal1-reverts-after-deadline,v5,P!
reveal1-reverts-after-deadline,v6,P!
reveal1-reverts-after-deadline,v7,P!
reveal1-reverts-after-deadline,v8,N
reveal1-reverts-after-deadline,v9,P!
status-irreversible,v1,P!
status-irreversible,v10,N
status-irreversible,v11,P!
status-irreversible,v12,P!
status-irreversible,v13,P!
status-irreversible,v14,P!
status-irreversible,v15,P!
status-irreversible,v16,N
status-irreversible,v17,N
status-irreversible,v18,P!
status-irreversible,v19,P!
status-irreversible,v2,P!
status-irreversible,v22,P!
status-irreversible,v23,P!
status-irreversible,v24,P!
status-irreversible,v3,P!
status-irreversible,v4,P!
status-irreversible,v5,P!
status-irreversible,v6,P!
status-irreversible,v7,N
status-irreversible,v8,N
status-irreversible,v9,N
win-pays-fair-winner-eoa,v1,N
win-pays-fair-winner-eoa,v10,N
win-pays-fair-winner-eoa,v11,N
win-pays-fair-winner-eoa,v12,N
win-pays-fair-winner-eoa,v13,N
win-pays-fair-winner-eoa,v14,N
win-pays-fair-winner-eoa,v15,N
win-pays-fair-winner-eoa,v16,N
win-pays-fair-winner-eoa,v17,N
win-pays-fair-winner-eoa,v18,N
win-pays-fair-winner-eoa,v19,N
win-pays-fair-winner-eoa,v2,N
win-pays-fair-winner-eoa,v22,N
win-pays-fair-winner-eoa,v23,N
win-pays-fair-winner-eoa,v24,N
win-pays-fair-winner-eoa,v3,N
win-pays-fair-winner-eoa,v4,N
win-pays-fair-winner-eoa,v5,N
win-pays-fair-winner-eoa,v6,N
win-pays-fair-winner-eoa,v7,N
win-pays-fair-winner-eoa,v8,N
win-pays-fair-winner-eoa,v9,N
win-transaction-env-independent,v1,P!
win-transaction-env-independent,v10,P!
win-transaction-env-independent,v11,N
win-transaction-env-independent,v12,P!
win-transaction-env-independent,v13,P!
win-transaction-env-independent,v14,P!
win-transaction-env-independent,v15,P!
win-transaction-env-independent,v16,P!
win-transaction-env-independent,v17,P!
win-transaction-env-independent,v18,P!
win-transaction-env-independent,v19,P!
win-transaction-env-independent,v2,P!
win-transaction-env-independent,v22,P!
win-transaction-env-independent,v23,P!
win-transaction-env-independent,v24,P!
win-transaction-env-independent,v3,P!
win-transaction-env-independent,v4,P!
win-transaction-env-independent,v5,P!
win-transaction-env-independent,v6,P!
win-transaction-env-independent,v7,P!
win-transaction-env-independent,v8,P!
win-transaction-env-independent,v9,P!
winner-computation-env-independent,v1,P!
winner-computation-env-independent,v10,P!
winner-computation-env-independent,v11,N
winner-computation-env-independent,v12,P!
winner-computation-env-independent,v13,P!
winner-computation-env-independent,v14,P!
winner-computation-env-independent,v15,P!
winner-computation-env-independent,v16,P!
winner-computation-env-independent,v17,P!
winner-computation-env-independent,v18,P!
winner-computation-env-independent,v19,P!
winner-computation-env-independent,v2,P!
winner-computation-env-independent,v22,P!
winner-computation-env-independent,v23,P!
winner-computation-env-independent,v24,P!
winner-computation-env-independent,v3,P!
winner-computation-env-independent,v4,P!
winner-computation-env-independent,v5,P!
winner-computation-env-independent,v6,P!
winner-computation-env-independent,v7,P!
winner-computation-env-independent,v8,P!
winner-computation-env-independent,v9,P!
wrong-preimage-reverts-p0,v1,P!
wrong-preimage-reverts-p0,v10,P!
wrong-preimage-reverts-p0,v11,P!
wrong-preimage-reverts-p0,v12,N
wrong-preimage-reverts-p0,v13,P!
wrong-preimage-reverts-p0,v14,P!
wrong-preimage-reverts-p0,v15,P!
wrong-preimage-reverts-p0,v16,P!
wrong-preimage-reverts-p0,v17,P!
wrong-preimage-reverts-p0,v18,P!
wrong-preimage-reverts-p0,v19,P!
wrong-preimage-reverts-p0,v2,P!
wrong-preimage-reverts-p0,v22,P!
wrong-preimage-reverts-p0,v23,P!
wrong-preimage-reverts-p0,v24,P!
wrong-preimage-reverts-p0,v3,P!
wrong-preimage-reverts-p0,v4,P!
wrong-preimage-reverts-p0,v5,P!
wrong-preimage-reverts-p0,v6,P!
wrong-preimage-reverts-p0,v7,P!
wrong-preimage-reverts-p0,v8,P!
wrong-preimage-reverts-p0,v9,P!
wrong-preimage-reverts-p1,v1,P!
wrong-preimage-reverts-p1,v10,P!
wrong-preimage-reverts-p1,v11,P!
wrong-preimage-reverts-p1,v12,P!
wrong-preimage-reverts-p1,v13,N
wrong-preimage-reverts-p1,v14,P!
wrong-preimage-reverts-p1,v15,P!
wrong-preimage-reverts-p1,v16,P!
wrong-preimage-reverts-p1,v17,P!
wrong-preimage-reverts-p1,v18,P!
wrong-preimage-reverts-p1,v19,P!
wrong-preimage-reverts-p1,v2,P!
wrong-preimage-reverts-p1,v22,P!
wrong-preimage-reverts-p1,v23,P!
wrong-preimage-reverts-p1,v24,P!
wrong-preimage-reverts-p1,v3,P!
wrong-preimage-reverts-p1,v4,P!
wrong-preimage-reverts-p1,v5,P!
wrong-preimage-reverts-p1,v6,P!
wrong-preimage-reverts-p1,v7,P!
wrong-preimage-reverts-p1,v8,P!
wrong-preimage-reverts-p1,v9,P!
