property,version,outcome
withdraw-revert,v6,P!
withdraw-revert,v7,P!
withdraw-revert,v8,N!
withdraw-revert,v9,N!
withdraw-sender-credit,v1,P!
withdraw-sender-credit,v10,P!
withdraw-sender-credit,v11,P!
withdraw-sender-credit,v12,P!
withdraw-sender-credit,v13,P!
withdraw-sender-credit,v14,P!
withdraw-sender-credit,v15,P!
withdraw-sender-credit,v16,P!
withdraw-sender-credit,v17,P!
withdraw-sender-credit,v2,N!
withdraw-sender-credit,v3,P!
withdraw-sender-credit,v4,P!
withdraw-sender-credit,v5,P!
withdraw-sender-credit,v6,P!
withdraw-sender-credit,v7,P!
withdraw-sender-credit,v8,N!
withdraw-sender-credit,v9,N!
withdraw-sender-rcv,v1,P!
withdraw-sender-rcv,v10,P!
withdraw-sender-rcv,v11,P!
withdraw-sender-rcv,v12,P!
withdraw-sender-rcv,v13,P!
withdraw-sender-rcv,v14,P!
withdraw-sender-rcv,v15,P!
withdraw-sender-rcv,v16,N!
withdraw-sender-rcv,v17,P!
withdraw-sender-rcv,v2,P!
withdraw-sender-rcv,v3,P!
withdraw-sender-rcv,v4,P!
withdraw-sender-rcv,v5,P!
withdraw-sender-rcv,v6,N!
withdraw-sender-rcv,v7,P!
withdraw-sender-rcv,v8,P!
withdraw-sender-rcv,v9,P!
withdraw-sender-rcv-EOA,v1,P!
withdraw-sender-rcv-EOA,v10,P!
withdraw-sender-rcv-EOA,v11,P!
withdraw-sender-rcv-EOA,v12,P!
withdraw-sender-rcv-EOA,v13,P!
withdraw-sender-rcv-EOA,v14,P!
withdraw-sender-rcv-EOA,v15,P!
withdraw-sender-rcv-EOA,v16,N!
withdraw-sender-rcv-EOA,v17,P!
withdraw-sender-rcv-EOA,v2,P!
withdraw-sender-rcv-EOA,v3,P!
withdraw-sender-rcv-EOA,v4,P!
withdraw-sender-rcv-EOA,v5,P!
withdraw-sender-rcv-EOA,v6,N!
withdraw-sender-rcv-EOA,v7,P!
withdraw-sender-rcv-EOA,v8,P!
withdraw-sender-rcv-EOA,v9,P!
